"","headline","snippet","date","text_clean","keyword","framing_label"
"9797","US Sentencing Commission's expansion of compassionate release was invalid 'power grab,' court rules",NA,NA,"us sentencing commissions expansion compassionate release invalid power grab court rules na","Armed conflict","Neutral"
"9798","Bosnia state police fail in attempted arrest of Serb leader Dodik ",NA,NA,"bosnia state police fail attempted arrest serb leader dodik  na","Armed conflict","Neutral"
"9799","Putin says Russia has weapons shortages despite beefing up production",NA,NA,"putin says russia weapons shortages despite beefing production na","Armed conflict","Neutral"
"9800","Rubio will not attend Ukraine peace talks in London",NA,NA,"rubio will attend ukraine peace talks london na","Armed conflict","Neutral"
"9801","At least 20 feared killed in militant attack on tourists in Indian Kashmir, security sources say",NA,NA," least feared killed militant attack tourists indian kashmir security sources say na","Armed conflict","Neutral"
"9802","German army approaches big firms for NATO logistics aid, Handelsblatt daily says",NA,NA,"german army approaches big firms nato logistics aid handelsblatt daily says na","Armed conflict","Neutral"
"9803","Israeli strike south of Beirut kills commander in Sunni Islamist group, statement says",NA,NA,"israeli strike south beirut kills commander sunni islamist group statement says na","Armed conflict","Neutral"
"9804","Russia's Rosatom says will proceed with Myanmar nuclear plant despite quake",NA,NA,"russias rosatom says will proceed myanmar nuclear plant despite quake na","Armed conflict","Neutral"
"9805","South Sudan's military recaptures key town from White Army militia",NA,NA,"south sudans military recaptures key town white army militia na","Armed conflict","Neutral"
"9806","Survivors describe executions, arson in attack on Sudan's Zamzam camp",NA,NA,"survivors describe executions arson attack sudans zamzam camp na","Armed conflict","Neutral"
"9807","Court rejects Trump bid to end Venezuelan migrants' legal status",NA,NA,"court rejects trump bid end venezuelan migrants legal status na","Armed conflict","Neutral"
"9808","Colombia's Petro pauses FARC offensive in order to progress in peace talks",NA,NA,"colombias petro pauses farc offensive order progress peace talks na","Armed conflict","Neutral"
"9809","Myanmar junta, opposition set to extend ceasefire, Malaysia PM says",NA,NA,"myanmar junta opposition set extend ceasefire malaysia pm says na","Armed conflict","Neutral"
"9810","Colombia suspends ceasefire with FARC guerrilla faction",NA,NA,"colombia suspends ceasefire farc guerrilla faction na","Armed conflict","Neutral"
"9811","Insight: The unexploded bombs of Gaza",NA,NA,"insight unexploded bombs gaza na","Armed conflict","Neutral"
"9812","Lebanese army says it detained suspects in March attacks on Israel, no mention of Hezbollah",NA,NA,"lebanese army says detained suspects march attacks israel mention hezbollah na","Armed conflict","Neutral"
"9813","Exclusive: AUKUS nuclear submarine sale under scrutiny as Trump tariffs rattle Australia",NA,NA,"exclusive aukus nuclear submarine sale scrutiny trump tariffs rattle australia na","Armed conflict","Neutral"
"9814","Armenia calls on Azerbaijan to investigate ceasefire violations on border",NA,NA,"armenia calls azerbaijan investigate ceasefire violations border na","Armed conflict","Neutral"
"9815","Ukraine says new Russian missile, bomb attack hits Sumy, after strike kills 35",NA,NA,"ukraine says new russian missile bomb attack hits sumy strike kills na","Armed conflict","Neutral"
"9816","Sudan's RSF claims control of major Darfur camp, civilians flee",NA,NA,"sudans rsf claims control major darfur camp civilians flee na","Armed conflict","Neutral"
"9817","Trump envoy's embrace of Russian demands worries Republicans, U.S. allies",NA,NA,"trump envoys embrace russian demands worries republicans us allies na","Armed conflict","Neutral"
"9818","Trump ends protected status for thousands of Afghans, Cameroonians",NA,NA,"trump ends protected status thousands afghans cameroonians na","Armed conflict","Neutral"
"9819","Once on civil war's frontline, Lebanon museum sees new life",NA,NA," civil wars frontline lebanon museum sees new life na","Armed conflict","Neutral"
"9820","Jailed Istanbul mayor denies insulting prosecutor in court",NA,NA,"jailed istanbul mayor denies insulting prosecutor court na","Armed conflict","Neutral"
"9821","Exclusive: Facing calls to disarm, Hezbollah ready to discuss weapons if Israel withdraws, senior official says",NA,NA,"exclusive facing calls disarm hezbollah ready discuss weapons israel withdraws senior official says na","Armed conflict","Neutral"
"9822","Hezbollah ready for talks with Lebanese government on defence strategy, MP says",NA,NA,"hezbollah ready talks lebanese government defence strategy mp says na","Armed conflict","Neutral"
"9823","China warns against 'irresponsible' remarks after Kyiv claim on Chinese fighters",NA,NA,"china warns irresponsible remarks kyiv claim chinese fighters na","Armed conflict","Neutral"
"9824","Zelenskiy says at least 155 Chinese nationals fighting on Russia's side",NA,NA,"zelenskiy says least chinese nationals fighting russias side na","Armed conflict","Neutral"
"9825","Chinese nationals captured fighting for Russia in Ukraine, Zelenskiy says",NA,NA,"chinese nationals captured fighting russia ukraine zelenskiy says na","Armed conflict","Neutral"
"9826","Pakistan expels thousands of Afghan nationals in fresh drive, says UNHCR",NA,NA,"pakistan expels thousands afghan nationals fresh drive says unhcr na","Armed conflict","Neutral"
"9827","Pakistan's army vows to protect investors in billion-dollar mining sector in conflict zone",NA,NA,"pakistans army vows protect investors billiondollar mining sector conflict zone na","Armed conflict","Neutral"
"9828","Door still open for peace process with Colombia's ELN, peace commissioner says",NA,NA,"door still open peace process colombias eln peace commissioner says na","Armed conflict","Neutral"
"9829","Trump says US, Iran set for direct nuclear talks; Tehran says they will be indirect",NA,NA,"trump says us iran set direct nuclear talks tehran says will indirect na","Armed conflict","Neutral"
"9830","Exclusive: Iran-backed militias in Iraq ready to disarm to avert Trump wrath",NA,NA,"exclusive iranbacked militias iraq ready disarm avert trump wrath na","Armed conflict","Neutral"
"9831","Colombian rebel group steps towards peace, hands over war material",NA,NA,"colombian rebel group steps towards peace hands war material na","Armed conflict","Neutral"
"9832","Iran wants indirect talks with US, warns regional countries over strikes against it",NA,NA,"iran wants indirect talks us warns regional countries strikes na","Armed conflict","Neutral"
"9833","Myanmar junta chief meets foreign leaders, UN says military choking aid",NA,NA,"myanmar junta chief meets foreign leaders un says military choking aid na","Armed conflict","Neutral"
"9834","Lebanon new c.bank chief aims to revive banks, counter terrorism financing",NA,NA,"lebanon new cbank chief aims revive banks counter terrorism financing na","Armed conflict","Terrorism"
"9835","Myanmar's deadly earthquake may bring diplomatic payoff for junta chief",NA,NA,"myanmars deadly earthquake may bring diplomatic payoff junta chief na","Armed conflict","Neutral"
"9836","Trump officials eye a longer road to Ukraine peace as frustration mounts",NA,NA,"trump officials eye longer road ukraine peace frustration mounts na","Armed conflict","Neutral"
"9837","Water and medicine in short supply after Myanmar earthquake, says UN",NA,NA,"water medicine short supply myanmar earthquake says un na","Armed conflict","Neutral"
"9838","Judge blocks Trump administration from stripping deportation protections for Venezuelans",NA,NA,"judge blocks trump administration stripping deportation protections venezuelans na","Armed conflict","Neutral"
"9839","In Turkey's Kurdish heartland, distrust erodes peace process hopes",NA,NA," turkeys kurdish heartland distrust erodes peace process hopes na","Armed conflict","Neutral"
"9840","In disaster-stricken Myanmar, a desperate bid to rescue survivors with bare hands",NA,NA," disasterstricken myanmar desperate bid rescue survivors bare hands na","Armed conflict","Neutral"
"9841","World Court to hear Sudan genocide case against United Arab Emirates",NA,NA,"world court hear sudan genocide case united arab emirates na","Armed conflict","Neutral"
"9842","Bogotá like a local",NA,NA,"bogotá like local na","Armed conflict","Neutral"
"9843","US says it expects Lebanese government to disarm militant groups",NA,NA,"us says expects lebanese government disarm militant groups na","Armed conflict","Neutral"
"9844","Sudanese on Nile island in capital recount paramilitary repression",NA,NA,"sudanese nile island capital recount paramilitary repression na","Armed conflict","Neutral"
"9845","Myanmar quake damaged buildings and infrastructure, causes concern over dams, Red Cross says",NA,NA,"myanmar quake damaged buildings infrastructure causes concern dams red cross says na","Armed conflict","Neutral"
"9846","UK advises British nationals in South Sudan to leave",NA,NA,"uk advises british nationals south sudan leave na","Armed conflict","Neutral"
"9847","Exclusive: Syria's sectarian violence reached capital, terrorizing Alawites",NA,NA,"exclusive syrias sectarian violence reached capital terrorizing alawites na","Armed conflict","Neutral"
"9848","Fear of more war haunts Kursk as Russia expels Ukrainian troops",NA,NA,"fear war haunts kursk russia expels ukrainian troops na","Armed conflict","Neutral"
"9849","Hundreds stage Gaza protest against Hamas after conflict resumes",NA,NA,"hundreds stage gaza protest hamas conflict resumes na","Armed conflict","Neutral"
"9850","Sudanese army drives RSF from central Khartoum, witnesses say",NA,NA,"sudanese army drives rsf central khartoum witnesses say na","Armed conflict","Neutral"
"9851","'There is no blank check': Syrian leader told to rein in jihadis",NA,NA," blank check syrian leader told rein jihadis na","Armed conflict","Neutral"
"9852","Sudanese army airstrike in Darfur kills dozens, activists say",NA,NA,"sudanese army airstrike darfur kills dozens activists say na","Armed conflict","Neutral"
"9853","South Sudan's VP Machar says Uganda is violating arms embargo",NA,NA,"south sudans vp machar says uganda violating arms embargo na","Armed conflict","Neutral"
